title,artist,year,explicit,styles,languages,title_artist,synced,d_id,d_song,d_isrc,d_release,d_explicit,d_bpm,d_artist,d_album_id,d_album,d_art
She Used To Be Mine,Sara Bareilles,2015,0,"Pop,Soft rock,Love",English,she used to be mine - sara bareilles,1,111780278,She Used To Be Mine,USSM11507244,2015-11-06,False,130.0,Sara Bareilles,11603586,What's Inside: Songs from Waitress,https://e-cdns-images.dzcdn.net/images/cover/c75d50ec71519c41a3193da456f1236b/250x250-000000-80-0-0.jpg
Need You Now,Lady Antebellum,2009,0,"Country,Duet",English,need you now - lady antebellum,1,13475493,Need You Now,USCN10900695,2010-04-30,False,107.9,Lady Antebellum,1234298,Need You Now,https://cdns-images.dzcdn.net/images/cover/13ea35cb0c9e582916c7c6fa6d8b7e85/250x250-000000-80-0-0.jpg
That's Life,Frank Sinatra,1966,0,Jazz,English,that's life - frank sinatra,1,71483074,That's Life,USRH10723036,2013-10-01,False,112.0,Frank Sinatra,7021224,Nothing But The Best (Remastered),https://e-cdns-images.dzcdn.net/images/cover/621c706e3416c6c52671ab7fe11878f6/250x250-000000-80-0-0.jpg
Don't Know Why,Norah Jones,2001,0,"Jazz,Soul",English,don't know why - norah jones,1,3130304,Don't Know Why,USBN20100529,2002-02-14,False,176.7,Norah Jones,301783,Come Away With Me,https://cdns-images.dzcdn.net/images/cover/8c14817936e830f49a232c0d0b5a2458/250x250-000000-80-0-0.jpg
We Are The Champions,Queen,1977,0,Rock,English,we are the champions - queen,1,716513442,We Are The Champions,GBUM71029619,2019-07-26,False,94.61,Queen,104483732,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),https://cdns-images.dzcdn.net/images/cover/780b4f2e2ed49cafc20e88c029062c2c/250x250-000000-80-0-0.jpg
Three Little Birds,Bob Marley,1977,0,Reggae,English,three little birds - bob marley,1,530300641,Three Little Birds,USIR27700016,2018-07-20,False,148.19,Bob Marley & The Wailers,68685711,Legend - The Best Of Bob Marley And The Wailers,https://e-cdns-images.dzcdn.net/images/cover/c43e3b1d83e0107dfff7e4238096fe5b/250x250-000000-80-0-0.jpg
I Love Rock 'N Roll,Joan Jett,1981,0,"Rock,Punk/Grunge",English,i love rock 'n roll - joan jett,1,545992732,I Love Rock 'N Roll,USBH18100118,1981-11-18,False,94.83,Joan Jett and the Blackhearts,71548292,I Love Rock 'N' Roll (Expanded Edition),https://e-cdns-images.dzcdn.net/images/cover/8c4fb793cfedbb94d6e8926f3647eb8b/250x250-000000-80-0-0.jpg
Proud Mary,Creedence Clearwater Revival,1969,0,"Folk,Pop",English,proud mary - creedence clearwater revival,1,3981337,Proud Mary,USFI86900049,2009-04-30,False,120.2,Creedence Clearwater Revival,372043,Chronicle: 20 Greatest Hits,https://cdns-images.dzcdn.net/images/cover/e6074d34612feed957b2c3ab48be99f8/250x250-000000-80-0-0.jpg
The Best,Tina Turner,1989,0,"Pop,Rock",English,the best - tina turner,1,3142379,The Best,USCA28900109,2008-09-30,False,103.9,Tina Turner,302597,Tina!,https://cdns-images.dzcdn.net/images/cover/837d79a1e17f7bc27f3884b7d7e3f4fa/250x250-000000-80-0-0.jpg
Strawberry Wine,Deana Carter,1996,0,Country,English,strawberry wine - deana carter,1,3132519,Strawberry Wine,USCN19600104,1996-09-03,False,122.3,Deana Carter,301912,Did I Shave My Legs For This?,https://cdns-images.dzcdn.net/images/cover/0029dd178030bf95bf257bde791bab68/250x250-000000-80-0-0.jpg
Hello,Adele,2015,0,Pop,English,hello - adele,1,110265034,Hello,GBBKS1500214,2015-10-23,False,157.0,Adele,11483764,Hello,https://e-cdns-images.dzcdn.net/images/cover/9eb6bea4df2af219453ec4aad616ec58/250x250-000000-80-0-0.jpg
Suspicious Minds,Elvis Presley,1969,0,Rock 'n Roll,English,suspicious minds - elvis presley,1,1055776,Suspicious Minds,USRC16908317,1993-09-28,False,117.5,Elvis Presley,114857,From Nashville To Memphis - The Essential 60s Masters I,https://e-cdns-images.dzcdn.net/images/cover/3598c1cdd425022000eba13ade236e8d/250x250-000000-80-0-0.jpg
Mamma Mia,ABBA,1975,0,"Disco,Pop",English,mamma mia - abba,1,884030,Mamma Mia,SEAYD7501010,2008-06-02,False,137.3,ABBA,100323,ABBA Gold,https://e-cdns-images.dzcdn.net/images/cover/b8b70d474b7a8f27799e0d665e9b737e/250x250-000000-80-0-0.jpg
Simple Man,Lynyrd Skynyrd,1973,0,"Rock,Hard/Metal,Country",English,simple man - lynyrd skynyrd,1,1559695,Simple Man,USMC17301726,2001-11-20,False,119.49,Lynyrd Skynyrd,160195,(Pronounced 'Leh-'Nérd 'Skin-'Nérd),https://cdns-images.dzcdn.net/images/cover/64e01d54ee2590fa5d3c2d1e2a3e3725/250x250-000000-80-0-0.jpg
Count On Me,Bruno Mars,2010,0,"Pop,Soul",English,count on me - bruno mars,1,7216942,Count on Me,USEE11000168,2010-10-05,False,88.9,Bruno Mars,665788,Doo-Wops & Hooligans,https://cdns-images.dzcdn.net/images/cover/5b59dc18e109515420f8237719bd2186/250x250-000000-80-0-0.jpg
Johnny B. Goode,Chuck Berry,1958,0,Rock 'n Roll,English,johnny b. goode - chuck berry,1,2231629,Johnny B. Goode,USMC15719963,2005-11-07,False,166.7,Chuck Berry,223298,Chess Pieces: The Very Best Of Chess Records,https://e-cdns-images.dzcdn.net/images/cover/7e2871d3eadc090848e900edf58f0fc7/250x250-000000-80-0-0.jpg
Back to Black,Amy Winehouse,2006,1,Soul,English,back to black - amy winehouse,1,2176856,Back To Black,GBUM70604698,2006-10-30,True,123.4,Amy Winehouse,217795,Back To Black,https://e-cdns-images.dzcdn.net/images/cover/3ce985e6653c350c6e6fed077ab7d0d4/250x250-000000-80-0-0.jpg
Wanted Dead Or Alive,Bon Jovi,1987,0,Rock,English,wanted dead or alive - bon jovi,1,538586992,Wanted Dead Or Alive,USPR39402222,2018-08-10,False,150.89,Bon Jovi,70189822,Cross Road,https://cdns-images.dzcdn.net/images/cover/f513327c13908b0def56f1fa0ca79789/250x250-000000-80-0-0.jpg
Baby Shark,Pinkfong,2015,0,"Kids,Pop",English,baby shark - pinkfong,1,442041452,Baby Shark,KRE671700001,2017-12-13,False,114.84,Pinkfong,53634072,Baby Shark Special,https://cdns-images.dzcdn.net/images/cover/6696cbd0d0bda40651a37b443b92a4f7/250x250-000000-80-0-0.jpg
Endless Love,Diana Ross,1981,0,"Pop,Duet,Love",English,endless love - diana ross,1,3153509,Endless Love,USMO18190008,2015-02-18,False,0.0,Lionel Richie,303206,Love's Greatest Hits,https://e-cdns-images.dzcdn.net/images/cover/3e06c3b8d9fb6935bde9602b1a5d4404/250x250-000000-80-0-0.jpg
Thinking Out Loud,Ed Sheeran,2014,0,"Pop,Folk",English,thinking out loud - ed sheeran,1,79875064,Thinking out Loud,GBAHS1400099,2014-06-20,False,157.8,Ed Sheeran,7964062,x (Deluxe Edition),https://e-cdns-images.dzcdn.net/images/cover/b1d763da698c38bde6a526c8220ca0ea/250x250-000000-80-0-0.jpg
Under the Bridge,Red Hot Chili Peppers,1991,0,"Rock,Alternative",English,under the bridge - red hot chili peppers,1,785176,Under the Bridge,USWB19901576,2003-11-17,False,168.1,Red Hot Chili Peppers,91909,Greatest Hits,https://e-cdns-images.dzcdn.net/images/cover/e3f1bee87b1d5d1313641762f375a3fb/250x250-000000-80-0-0.jpg
Hallelujah,Leonard Cohen,1984,0,"Pop,Folk,Soft rock",English,hallelujah - leonard cohen,1,15218949,Hallelujah,USSM10026643,2002-10-22,False,170.8,Leonard Cohen,1401919,The Essential Leonard Cohen,https://cdns-images.dzcdn.net/images/cover/cd302f90a984130d23b559d797c7c3c1/250x250-000000-80-0-0.jpg
All I Have To Do Is Dream,The Everly Brothers,1958,0,"Pop,Oldies",English,all i have to do is dream - the everly brothers,1,9848533,All I Have To Do Is Dream,GBZTD1100239,2011-01-24,False,103.0,The Everly Brothers,901693,The Mothers Day Collection,https://e-cdns-images.dzcdn.net/images/cover/191b232a169b8b6ce698a29ed42f7628/250x250-000000-80-0-0.jpg
Let's Stay Together,Al Green,1972,0,Soul,English,let's stay together - al green,1,97095572,Let's Stay Together,US2HK0913701,2015-03-23,False,102.34,Al Green,9884426,Let's Stay Together,https://cdns-images.dzcdn.net/images/cover/c829f58cfc1438c3e6fb83a770b3d70d/250x250-000000-80-0-0.jpg
Rainbow,Kacey Musgraves,2018,0,Pop,English,rainbow - kacey musgraves,1,628679402,Rainbow,USUM71800139,2019-02-10,False,130.83,Kacey Musgraves,86529082,Rainbow,https://e-cdns-images.dzcdn.net/images/cover/f7c041006c3a95e7b7b61966af94c5de/250x250-000000-80-0-0.jpg
The Show Must Go On,Queen,1991,0,"Rock,Pop",English,the show must go on - queen,1,568116212,The Show Must Go On,GBUM71106221,2018-10-19,False,84.03,Queen,75620202,Bohemian Rhapsody (The Original Soundtrack),https://e-cdns-images.dzcdn.net/images/cover/8b8fc5d117f9357b79f0a0a410a170e8/250x250-000000-80-0-0.jpg
Don't Go Breaking My Heart,Elton John,1976,0,"Pop,Disco,Duet",English,don't go breaking my heart - elton john,1,424567722,Don't Go Breaking My Heart,GBUM71702476,2017-11-10,False,131.67,Elton John,51001472,Diamonds (Deluxe),https://cdns-images.dzcdn.net/images/cover/8bef764300d825a16e2eab8040cafe6c/250x250-000000-80-0-0.jpg
Somebody To Love,Queen,1976,0,Rock,English,somebody to love - queen,1,568115782,Somebody To Love,GBUM71029613,2018-10-19,False,109.38,Queen,75620202,Bohemian Rhapsody (The Original Soundtrack),https://cdns-images.dzcdn.net/images/cover/8b8fc5d117f9357b79f0a0a410a170e8/250x250-000000-80-0-0.jpg
Faithfully,Journey,1983,0,"Pop,Soft rock",English,faithfully - journey,1,534464,Faithfully,USSM19932791,2006-07-31,False,129.6,Journey,71148,Greatest Hits,https://e-cdns-images.dzcdn.net/images/cover/ae2f6f126d84c5c86b012ffcc5598ea7/250x250-000000-80-0-0.jpg
L-O-V-E,Nat King Cole,1965,0,"Jazz,Oldies",English,l-o-v-e - nat king cole,1,3158377,L-O-V-E,USCA29000091,2008-06-24,False,153.1,Nat King Cole,303652,L-O-V-E,https://cdns-images.dzcdn.net/images/cover/ffc91b767ba0cbf718bdbfa37d2b510c/250x250-000000-80-0-0.jpg
Don't You (Forget About Me),Simple Minds,1985,0,"Pop,80s",English,don't you (forget about me) - simple minds,1,5079647,Don't You (Forget About Me),GBAAA8500001,2006-11-09,False,111.1,Simple Minds,246803,The Breakfast Club,https://cdns-images.dzcdn.net/images/cover/bb130f715d3039274d0526424f00b693/250x250-000000-80-0-0.jpg
You've Got A Friend,James Taylor,1976,0,Folk,English,you've got a friend - james taylor,1,6523613,You've Got a Friend,USWB19900194,1977-08-23,False,91.5,James Taylor,601696,Greatest Hits,https://cdns-images.dzcdn.net/images/cover/0216dd276ad91a1bb673c9c5fff47642/250x250-000000-80-0-0.jpg
Careless Whisper,George Michael,1984,0,"Pop,Love",English,careless whisper - george michael,1,14525086,Careless Whisper,GBBBM8400003,1986-11-25,False,152.56,George Michael,1335279,The Final,https://cdns-images.dzcdn.net/images/cover/bb61a054494a99eba6467d8364e3380c/250x250-000000-80-0-0.jpg
I'm Yours,Jason Mraz,2008,0,"Pop,Soft rock",English,i'm yours - jason mraz,1,845909,I'm Yours,USEE10800667,2008-05-12,False,150.9,Jason Mraz,97302,We Sing. We Dance. We Steal Things.,https://e-cdns-images.dzcdn.net/images/cover/14afa8e767482283a4bd57ceae31eb80/250x250-000000-80-0-0.jpg
Wannabe,Spice Girls,1996,0,"Teen pop,Pop",English,wannabe - spice girls,1,3133738,Wannabe,GBAAA9600008,2007-11-12,False,110.0,Spice Girls,302002,Spice,https://cdns-images.dzcdn.net/images/cover/9ffe1a2ed91d8e38fb69983d67c2a3bf/250x250-000000-80-0-0.jpg
It's Now or Never,Elvis Presley,1961,0,"Oldies,Rock",English,it's now or never - elvis presley,1,1055390,It's Now or Never,USRC16001349,1993-09-28,False,126.0,Elvis Presley,114857,From Nashville To Memphis - The Essential 60s Masters I,https://e-cdns-images.dzcdn.net/images/cover/3598c1cdd425022000eba13ade236e8d/250x250-000000-80-0-0.jpg
Top of the World,The Carpenters,1973,0,"Folk,Pop",English,top of the world - the carpenters,1,598224262,Top Of The World,USUM71815365,2018-12-07,False,92.7,Carpenters,80712622,Carpenters With The Royal Philharmonic Orchestra,https://cdns-images.dzcdn.net/images/cover/90dc63db42107642b944b0f7b6c844b3/250x250-000000-80-0-0.jpg
Boulevard Of Broken Dreams,Green Day,2004,1,"Alternative,Soft rock",English,boulevard of broken dreams - green day,1,427638182,Boulevard of Broken Dreams,USRE10400985,2017-11-17,True,166.71,Green Day,51488752,Greatest Hits: God's Favorite Band,https://cdns-images.dzcdn.net/images/cover/82473dde6be27d6b576d5a4a8dfb5c83/250x250-000000-80-0-0.jpg
Ain't No Mountain High Enough,Marvin Gaye,1967,0,"Soul,Pop,Duet",English,ain't no mountain high enough - marvin gaye,1,549238572,Ain't No Mountain High Enough,USMO16700486,2010-05-04,False,130.01,Marvin Gaye,72164832,The Complete Collection,https://e-cdns-images.dzcdn.net/images/cover/34b49afb006ae4d1fb37f989ac38f45b/250x250-000000-80-0-0.jpg
"Oh, Pretty Woman",Roy Orbison,1964,0,"Rock 'n Roll,Pop",English,"oh, pretty woman - roy orbison",1,78033230,"Oh, Pretty Woman",USSM16401425,2015-02-24,False,126.0,Roy Orbison,7758665,"Oh, Pretty Woman",https://e-cdns-images.dzcdn.net/images/cover/057141cf6b44141b44cbda46b2d38a10/250x250-000000-80-0-0.jpg
Superstition,Stevie Wonder,1972,0,Funk,English,superstition - stevie wonder,1,596034702,Superstition,USMO10000310,2018-11-30,False,200.7,Stevie Wonder,80297012,Number 1's,https://e-cdns-images.dzcdn.net/images/cover/ded717fb0c36cb2465179e6c665ac3b9/250x250-000000-80-0-0.jpg
Proud Mary,Tina Turner,1971,0,"Gospel,Rock,Soul,Duet",English,proud mary - tina turner,1,3123535,Proud Mary,USCA27000122,1991-03-18,False,0.0,Ike & Tina Turner,301345,Best Of / Proud Mary,https://cdns-images.dzcdn.net/images/cover/b9e7fee46c141e47a7ef5cbb39b3abcc/250x250-000000-80-0-0.jpg
Stuck in the Middle with You,Stealers Wheel,1972,0,"Rock,Folk",English,stuck in the middle with you - stealers wheel,1,117960244,Stuck In The Middle With You,GBAAM7200002,2009-04-28,False,124.2,Stealers Wheel,12252090,Reservoir Dogs (Original Motion Picture Soundtrack),https://cdns-images.dzcdn.net/images/cover/a2b81344b8873866213cf4eb986651b1/250x250-000000-80-0-0.jpg
Torn,Natalie Imbruglia,1997,0,"Pop,Rock",English,torn - natalie imbruglia,1,13141371,Torn,GBARL9700412,2005-09-03,False,192.3,Natalie Imbruglia,1205933,Left Of The Middle / White Lillies Island,https://cdns-images.dzcdn.net/images/cover/1332e45f52a2992de3c792fb10482acf/250x250-000000-80-0-0.jpg
Annie's Song,John Denver,1974,0,"Soft rock,Folk",English,annie's song - john denver,1,5404452,Annie's Song,USRC17403082,2010-02-26,False,146.61,John Denver,494851,70s 100 Hits,https://e-cdns-images.dzcdn.net/images/cover/62049901db5d47b6fafe6474d698a942/250x250-000000-80-0-0.jpg
Mack The Knife,Bobby Darin,1959,0,Jazz,English,mack the knife - bobby darin,1,3613202,Mack the Knife,USEW10000025,2007-05-29,False,84.0,Bobby Darin,340833,Music From The House That Ahmet Built,https://e-cdns-images.dzcdn.net/images/cover/dc190b58b507539f792bf1b08079dceb/250x250-000000-80-0-0.jpg
We Will Rock You,Queen,1977,0,Rock,English,we will rock you - queen,1,716513432,We Will Rock You,GBUM71029618,2019-07-26,False,81.23,Queen,104483732,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),https://cdns-images.dzcdn.net/images/cover/780b4f2e2ed49cafc20e88c029062c2c/250x250-000000-80-0-0.jpg
Hallelujah,Jeff Buckley,1994,0,Folk,English,hallelujah - jeff buckley,1,15376244,Hallelujah,USSM19400915,2014-12-18,False,102.6,Jeff Buckley,1419968,Songs And Artists That Inspired Fahrenheit 9/11,https://e-cdns-images.dzcdn.net/images/cover/61fcc4ead8b8a442807d6d5883a6ec46/250x250-000000-80-0-0.jpg
Billie Jean,Michael Jackson,1982,0,"Disco,Pop",English,billie jean - michael jackson,1,4603408,Billie Jean,USSM19902991,2009-10-26,False,117.1,Michael Jackson,423368,Michael Jackson's This Is It,https://e-cdns-images.dzcdn.net/images/cover/ebeac32e9207c60877228ddc5bb37233/250x250-000000-80-0-0.jpg
Ocean Eyes,Billie Eilish,2016,0,Pop,English,ocean eyes - billie eilish,1,136337268,ocean eyes,US23A1500056,2016-11-18,False,145.07,Billie Eilish,14581616,Ocean Eyes,https://e-cdns-images.dzcdn.net/images/cover/d85200712419ae036b277deffeea5181/250x250-000000-80-0-0.jpg
More Than Words,Extreme,1990,0,Soft rock,English,more than words - extreme,1,93059118,More Than Words,USAM19090005,2015-01-19,False,91.3,Extreme,9449564,Extreme II: Pornograffitti (Deluxe),https://e-cdns-images.dzcdn.net/images/cover/f80365c8fea06b11a06b738be67a42bf/250x250-000000-80-0-0.jpg
The Scientist,Coldplay,2002,0,"Alternative,Rock,Pop",English,the scientist - coldplay,1,3098840,The Scientist,GBAYE0200772,2002-08-08,False,146.6,Coldplay,299821,A Rush of Blood to the Head,https://e-cdns-images.dzcdn.net/images/cover/5ba1787e1ec36dbbca38ff01fea8fb21/250x250-000000-80-0-0.jpg
Killing Me Softly With His Song,Roberta Flack,1973,0,"Soul,Love",English,killing me softly with his song - roberta flack,1,0,0,0,0,0,0.0,0,0,0,0
Amazed,Lonestar,1999,0,Country,English,amazed - lonestar,1,580441,Amazed,USBN19800111,2006-09-11,False,139.7,Lonestar,74810,16 Biggest Hits,https://cdns-images.dzcdn.net/images/cover/df7f184abdcc3e630551243ed6eee2f1/250x250-000000-80-0-0.jpg
You Are So Beautiful,Joe Cocker,1972,0,"Love,Pop,Soft rock",English,you are so beautiful - joe cocker,1,548862532,You Are So Beautiful,USAM17400007,2018-08-31,False,120.89,Joe Cocker,72090382,20th Century Masters: The Best Of Joe Cocker (The Millennium Collection),https://e-cdns-images.dzcdn.net/images/cover/a677f6d597581b8caf05ec5519b8a08d/250x250-000000-80-0-0.jpg
God Bless The U.S.A.,Lee Greenwood,1979,0,"Pop,Country",English,god bless the u.s.a. - lee greenwood,1,3243843,God Bless The U.S.A.,USCN19200030,1993-08-02,False,144.1,Lee Greenwood,309496,The Best Of Lee Greenwood,https://cdns-images.dzcdn.net/images/cover/27367b8c4d54156d36b368718afc09ad/250x250-000000-80-0-0.jpg
That's Amore,Dean Martin,1953,0,"Oldies,Pop",English,that's amore - dean martin,1,3435274,That's Amore,USCA29701330,2009-01-27,False,157.8,Dean Martin,326036,Amore,https://e-cdns-images.dzcdn.net/images/cover/67c8b36bbce48c3dd0912e01828fec3e/250x250-000000-80-0-0.jpg
When I Was Your Man,Bruno Mars,2013,0,Pop,English,when i was your man - bruno mars,1,62724019,When I Was Your Man,USAT21206701,2012-12-07,False,146.1,Bruno Mars,6157080,Unorthodox Jukebox,https://cdns-images.dzcdn.net/images/cover/2ae8e9f1714cc6cc9393f7873008f45c/250x250-000000-80-0-0.jpg
Dancing on My Own,Calum Scott,2016,0,Pop,English,dancing on my own - calum scott,1,396444872,Dancing On My Own,UK6KW1500205,2016-03-11,False,112.65,Calum Scott,46568242,Remixed And Redone,https://e-cdns-images.dzcdn.net/images/cover/1197ea392eb4d625824f403471e945b0/250x250-000000-80-0-0.jpg
Hit Me With Your Best Shot,Pat Benatar,1980,0,Rock,English,hit me with your best shot - pat benatar,1,3312985,Hit Me With Your Best Shot,USCH38400009,2000-07-17,False,127.6,Pat Benatar,315844,Crimes Of Passion,https://e-cdns-images.dzcdn.net/images/cover/f34cd60ee64793818ab4a0253f50f6f9/250x250-000000-80-0-0.jpg
Don't Let The Sun Go Down On Me,Elton John,1974,0,"Pop,Soft rock",English,don't let the sun go down on me - elton john,1,16433486,Don't Let the Sun Go Down on Me,GBBBM9102004,1998-01-30,False,134.7,George Michael,1535979,Ladies And Gentlemen... The Best Of George Michael,https://e-cdns-images.dzcdn.net/images/cover/549a1f50cd5903e2f42e3253814f8b33/250x250-000000-80-0-0.jpg
Celebration,Kool and the Gang,1980,0,"Funk,Disco",English,celebration - kool and the gang,1,968543062,Celebration,AUXN22047424,2013-11-14,False,0.0,Kool & The Gang,149926142,Get Down on It,https://cdns-images.dzcdn.net/images/cover/6c0a47afd72892cdd245f82b9747cf61/250x250-000000-80-0-0.jpg
Million Reasons,Lady Gaga,2016,0,Pop,English,million reasons - lady gaga,1,134525904,Million Reasons,USUM71609736,2016-10-06,False,130.01,Lady Gaga,14344820,Joanne (Deluxe),https://cdns-images.dzcdn.net/images/cover/614af5cb69dd52e4de82dd2cd9e217c9/250x250-000000-80-0-0.jpg
Everything I Wanted,Billie Eilish,2019,0,"Pop,Electro",English,everything i wanted - billie eilish,1,803010392,everything i wanted,USUM71922577,2019-11-14,False,119.84,Billie Eilish,118529282,everything i wanted,https://e-cdns-images.dzcdn.net/images/cover/0da7f3792b522921eb9aa5a44f0a4ce7/250x250-000000-80-0-0.jpg
Basket Case,Green Day,1994,0,"Punk/Grunge,Alternative,Rock",English,basket case - green day,1,678044,Basket Case,USRE19900151,1994-01-28,False,175.2,Green Day,81912,Dookie,https://e-cdns-images.dzcdn.net/images/cover/1e17054b7bfa6576f64ea867b71ef479/250x250-000000-80-0-0.jpg
